eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
20678,Journal of Peace Education,,1302,Curriculum And Pedagogy ,,,,,1740-0201,1740-021X,,,,,
18888,Journal of Peace Research: an interdisciplinary and international quarterly of scholarly work in peace research,,1402,Applied Economics,1605,Policy And Administration,1606,Political Science,0022-3433,1460-3578,,,,,
40544,Journal of Peacebuilding and Development,,1699,Other Studies In Human Society,,,,,1542-3166,,,,,,
36295,Journal of Peasant Studies,,1601,Anthropology,1608,Sociology,2103,Historical Studies,0306-6150,1743-9361,,,,,
16470,Journal of Pediatric and Adolescent Gynecology,,1114,Paediatrics And Reproductive Medicine,,,,,1083-3188,1873-4332,,,,,
16471,Journal of Pediatric Endocrinology and Metabolism,,1114,Paediatrics and Reproductive Medicine,,,,,0334-018X,2191-0251,,,,,
16472,Journal of Pediatric Gastroenterology and Nutrition,,11,Medical And Health Sciences,,,,,0277-2116,1536-4801,,,,,
16473,Journal of Pediatric Health Care,,1110,Nursing,1114,Paediatrics And Reproductive Medicine,,,0891-5245,1532-656X,,,,,
16474,Journal of Pediatric Hematology/Oncology,,1102,Cardiovascular Medicine And Haematology,,,,,1077-4114,1536-3678,,,,,
40665,Journal of Pediatric Infectious Diseases,,1108,Medical Microbiology,1114,Paediatrics And Reproductive Medicine,,,1305-7693,1305-7707,,,,,
41951,Journal of Pediatric Neurology,,11,Medical And Health Sciences,,,,,1304-2580,1875-9041,,,,,
14215,Journal of Pediatric Nursing,,1110,Nursing,1114,Paediatrics And Reproductive Medicine,,,0882-5963,1532-8449,,,,,
16475,Journal of Pediatric Oncology Nursing,,1110,Nursing,1112,Oncology And Carcinogenesis,,,1043-4542,1532-8457,,,,,
16476,Journal of Pediatric Ophthalmology and Strabismus,,1113,Ophthalmology And Optometry,,,,,0022-345X,0191-3913,1938-2405,,,,
16477,Journal of Pediatric Orthopaedics,,1114,Paediatrics And Reproductive Medicine,,,,,0271-6798,1539-2570,,,,,
35200,"Journal of Pediatric Orthopaedics, Part B",,1114,Paediatrics And Reproductive Medicine,,,,,1060-152X,1473-5865,,,,,
39618,Journal of Pediatric Psychology,,1701,Psychology,,,,,0146-8693,1465-735X,,,,,
16478,Journal of Pediatric Surgery,,1114,Paediatrics And Reproductive Medicine,,,,,0022-3468,1531-5037,,,,,
35199,Journal of Pediatric Urology,,1114,Paediatrics And Reproductive Medicine,,,,,1477-5131,1873-4898,,,,,
16479,Journal of Pediatrics,,1114,Paediatrics and Reproductive Medicine,1106,Human Movement and Sports Science,,,0022-3476,1097-6833,1085-8695,,,,
41511,Journal of Peer Learning,,1399,Other Education,1301,Education Systems,1303,Specialist Studies in Education,1835-856X,2200-2359,,,,,
201109,Journal of Peer Production,,1699,Other studies in Human Society,2001,Communication and Media Studies,,,2213-5316, , , , , , 
18439,Journal of Pension Economics and Finance,,1402,Applied Economics,1502,"Banking, Finance and Investment",104,Statistics,1474-7472,1475-3022,,,,,
1648,Journal of Peptide Science,,304,Medicinal And Biomolecular Chemistry,,,,,1075-2617,1099-1387,,,,,
4237,Journal of Performance of Constructed Facilities,,905,Civil Engineering,915,Interdisciplinary Engineering,,,0887-3828,1943-5509,,,,,
40429,Journal of PeriAnesthesia Nursing,,1110,Nursing,,,,,1089-9472,1532-8473,,,,,
14123,Journal of Perinatal and Neonatal Nursing,,1110,Nursing,,,,,0893-2190,1550-5073,,,,,
41325,Journal of Perinatal Education,,1110,Nursing,1114,Paediatrics And Reproductive Medicine,,,1058-1243,1548-8519,,,,,
16480,Journal of Perinatal Medicine: official journal of the World Association of Perinatal Medicine,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,0300-5577,1619-3997,,,,,
16481,Journal of Perinatology,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,0743-8346,1476-5543,,,,,
32634,Journal of Periodontal Research,,1105,Dentistry,,,,,0022-3484,1600-0765,,,,,
32635,Journal of Periodontology,,1105,Dentistry,,,,,0022-3492,1943-3670,,,,,
14217,Journal of Perioperative Practice,,1110,Nursing,,,,,1353-0224,1467-1026,1750-4589,,,,
35909,Journal of Personal Selling and Sales Management,,1505,Marketing,1503,Business And Management,,,0885-3134,1557-7813,,,,,
6447,Journal of Personality,,1701,Psychology,1702,Cognitive Science,,,0022-3506,1467-6494,,,,,
6448,Journal of Personality and Social Psychology,,1701,Psychology,1702,Cognitive Science,1505,Marketing,0022-3514,1939-1315,,,,,
6449,Journal of Personality Assessment,,17,Psychology And Cognitive Sciences,15,"Commerce, Management, Tourism And Services",16,Studies In Human Society,0022-3891,1532-7752,,,,,
36406,Journal Of Personality Disorders,,1701,Psychology,,,,,0885-579X,1943-2763,,,,,
201110,Journal of Personnel Psychology,,1503,Business and Management,1701,Psychology,,,1866-5888,2190-5150, , , , , 
2818,Journal of Pest Science,,608,Zoology,,,,,0340-7330,1436-5693,1612-4758,1612-4766,,,
5353,Journal of Pesticide Science,,703,Crop And Pasture Production,,,,,0385-1559,0916-9962,1348-589X,1349-0923,,,
4040,Journal of Petroleum Geology,,403,Geology,914,Resources Engineering And Extractive Metallurgy,,,0141-6421,1747-5457,,,,,
4041,Journal of Petroleum Science and Engineering,,914,Resources Engineering and Extractive Metallurgy,904,Chemical Engineering,,,0920-4105,1873-4715,,,,,
1813,Journal of Petrology,,402,Geochemistry,403,Geology,404,Geophysics,0022-3530,1460-2415,,,,,
1649,Journal of Pharmaceutical and Biomedical Analysis,,301,Analytical Chemistry,1115,Pharmacology And Pharmaceutical Sciences,,,0731-7085,1873-264X,,,,,
201111,Journal of Pharmaceutical Health Services Research,,1115,Pharmacology and Pharmaceutical Sciences,1117,Public Health and Health Services,,,1759-8893,1759-8885, , , , , 
123918,Journal of Pharmaceutical Negative Results,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0976-9234,2229-7723,,,,,
14804,Journal of Pharmaceutical Sciences,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0022-3549,1520-6017,,,,,
124742,Journal of Pharmacognosy and Phytotherapy,,607,Plant Biology,1115,Pharmacology And Pharmaceutical Sciences,1104,Complementary And Alternative Medicine,2141-2502,,,,,,
14805,Journal of Pharmacokinetics and Pharmacodynamics,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0090-466X,1567-567X,1573-8744,,,,
14807,Journal of Pharmacological and Toxicological Methods,,1115,Pharmacology And Pharmaceutical Sciences,,,,,1056-8719,1873-488X,,,,,
14808,Journal of Pharmacological Sciences,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0021-5198,1347-8613,1347-8648,,,,
14806,Journal of Pharmacology and Experimental Therapeutics,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0022-3565,1521-0103,,,,,
40714,Journal of Pharmacology and Toxicology,,304,Medicinal And Biomolecular Chemistry,1115,Pharmacology And Pharmaceutical Sciences,,,1816-496X,,,,,,
14810,Journal of Pharmacy and Pharmaceutical Sciences,,1115,Pharmacology And Pharmaceutical Sciences,,,,,1482-1826,,,,,,
14801,Journal of Pharmacy and Pharmacology,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0022-3573,0373-1022,,,,,
14812,Journal of Pharmacy Practice and Research,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0310-6810,1445-937X,,,,,
4796,Journal of Phase Equilibria and Diffusion,,914,Resources Engineering And Extractive Metallurgy,,,,,1054-9714,1547-7037,1863-7345,,,,
6450,Journal of Phenomenological Psychology,,1701,Psychology,2203,Philosophy ,,,0047-2662,1569-1624,,,,,
8479,Journal of Philosophical Logic,,2203,Philosophy,1702,Cognitive Science,801,Artificial Intelligence and Image Processing,0022-3611,1573-0433,,,,,
8480,Journal of Philosophical Research,,2203,Philosophy ,1702,Cognitive Science,,,0164-0771,1053-8364,,,,,
8481,Journal of Philosophy,,2203,Philosophy ,,,,,0022-362X,1939-8549,,,,,
8493,Journal of Philosophy of Education,,1303,Specialist Studies In Education,2202,History And Philosophy Of Specific Fields,,,0309-8249,1467-9752,,,,,
201112,Journal of Philosophy of International Law,,1801,Law,,,,,1746-1863, , , , , , 
8882,Journal of Phonetics,,17,Psychology and Cognitive Sciences,20,"Language, Communication and Culture",,,0095-4470,1095-8576,,,,,
1465,Journal of Photochemistry and Photobiology A: Chemistry,,3,Chemical Sciences,6,Biological Sciences,9,Engineering,1010-6030,1873-2666,,,,,
123164,Journal of Photochemistry and Photobiology C: Photochemical Reviews,,305,Organic Chemistry,306,Physical Chemistry (Incl. Structural),399,Other Chemical Sciences,1389-5567,1873-2739,,,,,
2243,"Journal of Photochemistry and Photobiology, B: Biology",,601,Biochemistry And Cell Biology,299,Other Physical Sciences,,,1011-1344,1873-2682,,,,,
2607,Journal of Phycology: an international journal of algal research,,607,Plant Biology,,,,,0022-3646,1529-8817,,,,,
9773,Journal of Physical Activity and Health,,1106,Human Movement And Sports Science,1302,Curriculum And Pedagogy ,,,1543-3080,1543-5474,,,,,
34354,Journal of Physical and Chemical Reference Data,,2,Physical Sciences,3,Chemical Sciences,,,0047-2689,1529-7845,,,,,
122857,Journal of Physical Chemistry Letters,,3,Chemical Sciences,2,Physical Sciences,,,1948-7185,,,,,,
124166,Journal of Physical Education and Sport,,1302,Curriculum And Pedagogy ,1106,Human Movement And Sports Science,,,1582-8131,2066-2483,,,,,
35727,"Journal of Physical Education, Recreation and Dance",,1302,Curriculum And Pedagogy ,1904,Performing Arts And Creative Writing,1303,Specialist Studies In Education,0730-3084,,,,,,
1927,Journal of Physical Oceanography,,405,Oceanography,911,Maritime Engineering,,,0022-3670,1520-0485,,,,,
1468,Journal of Physical Organic Chemistry,,305,Organic Chemistry,306,Physical Chemistry (Incl. Structural),307,Theoretical And Computational Chemistry,0894-3230,1099-1395,,,,,
41952,Journal of Physical Therapy Science,,11,Medical And Health Sciences,,,,,0915-5287,,,,,,
270,Journal of Physics A: Mathematical and Theoretical,,1,Mathematical Sciences,2,Physical Sciences,,,1751-8113,1751-8121,,,,,
1109,Journal of Physics and Chemistry of Solids,,204,Condensed Matter Physics,306,Physical Chemistry (Incl. Structural),912,Materials Engineering,0022-3697,1879-2553,,,,,
1198,"Journal of Physics B: Atomic, Molecular and Optical Physics",,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",205,Optical Physics,307,Theoretical and Computational Chemistry,0953-4075,1361-6455,,,,,
1000,Journal of Physics D: Applied Physics,,2,Physical Sciences,9,Engineering,,,0022-3727,1361-6463,,,,,
1199,Journal of Physics G: Nuclear and Particle Physics,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,0954-3899,1361-6471,,,,,
1110,Journal of Physics: Condensed Matter,,204,Condensed Matter Physics,912,Materials Engineering,1007,Nanotechnology,0953-8984,1361-648X,,,,,
3160,Journal of Physiological Sciences,,606,Physiology ,1116,Medical Physiology,,,0021-521X,1880-6546,1880-6562,,,,
14656,Journal of Physiology and Biochemistry,,1116,Medical Physiology,,,,,1138-7548,1877-8755,,,,,
14657,Journal of Physiology and Pharmacology,,1115,Pharmacology And Pharmaceutical Sciences,1116,Medical Physiology,,,0867-5910,1899-1505,,,,,
14623,Journal of Physiology: Paris,,1116,Medical Physiology,,,,,0928-4257,1769-7115,,,,,
15770,Journal of Physiotherapy,,1103,Clinical Sciences,1106,Human Movement and Sports Science,,,0004-9514,1836-9553,1836-9561,,,,
2608,Journal of Phytopathology,,605,Microbiology ,607,Plant Biology,703,Crop And Pasture Production,0931-1785,1439-0434,,,,,
9346,Journal of Pidgin and Creole Languages,,2004,Linguistics,2103,Historical Studies,,,0920-9034,1569-9870,,,,,
16482,Journal of Pineal Research,,11,Medical And Health Sciences,6,Biological Sciences,,,0742-3098,1600-079X,,,,,
36044,Journal of Place Management and Development,,15,"Commerce, Management, Tourism And Services",16,Studies In Human Society,12,Built Environment And Design,1753-8335,,,,,,
3278,Journal of Plankton Research,,602,Ecology,607,Plant Biology,608,Zoology,0142-7873,1464-3774,,,,,
5961,Journal of Planning Education and Research,,1205,Urban and Regional Planning,1604,Human Geography,,,0739-456X,1552-6577,,,,,
20885,Journal of Planning History,,1205,Urban and Regional Planning,2103,Historical Studies,,,1538-5132,1552-6585,,,,,
21002,Journal of Planning Literature,,1205,Urban And Regional Planning,,,,,0743-1635,0885-4122,1552-6593,,,,
3420,Journal of Plant Biochemistry and Biotechnology,,1001,Agricultural Biotechnology,,,,,0971-7811,0974-1275,,,,,
2609,Journal of Plant Biology,,607,Plant Biology,,,,,1226-9239,1867-0725,,,,,
40492,Journal of Plant Ecology,,607,Plant Biology,602,Ecology,,,1005-264X,1752-9921,1752-993X,,,,
2611,Journal of Plant Growth Regulation,,607,Plant Biology,706,Horticultural Production,,,0721-7595,1435-8107,,,,,
2755,Journal of Plant Interactions,,607,Plant Biology,,,,,1742-9145,1742-9153,,,,,
5317,Journal of Plant Nutrition,,503,Soil Sciences,607,Plant Biology,703,Crop And Pasture Production,0190-4167,1532-4087,,,,,
5262,Journal of Plant Nutrition and Soil Science,,503,Soil Sciences,607,Plant Biology,703,Crop And Pasture Production,0044-3263,1436-8730,1522-2624,,,,
2756,Journal of Plant Pathology: rivista di patologia vegetale,,607,Plant Biology,,,,,0035-6441,1125-4653,,,,,
2612,Journal of Plant Physiology,,607,Plant Biology,,,,,0176-1617,,,,,,
2614,Journal of Plant Research,,607,Plant Biology,,,,,0006-808X,0918-9440,1618-0860,,,,
1200,Journal of Plasma and Fusion Research (English),,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,0918-7928,,,,,,
1201,Journal of Plasma Physics,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",206,Quantum Physics,,,0022-3778,1469-7807,,,,,
201114,Journal of Plastic Surgery and Hand Surgery,,1103,Clinical Sciences,1116,Medical Physiology,,,2000-6764,2000-656X,0284-4311,1651-2073, , , 
16483,"Journal of Plastic, Reconstructive and Aesthetic Surgery",,1103,Clinical Sciences,,,,,0007-1226,1748-6815,,,,,
11931,Journal of Poetry Therapy,,2005,Literary Studies,,,,,0889-3675,1567-2344,,,,,
41081,"Journal of Policing, Intelligence and Counter Terrorism",,1602,Criminology,1801,Law,,,1833-5330,2159-5364,,,,,
18889,Journal of Policy Analysis and Management,,1605,Policy and Administration,1606,Political Science,1402,Applied Economics,0276-8739,1520-6688,,,,,
35726,Journal of Policy and Practice in Intellectual Disabilities,,1701,Psychology,1607,Social Work,,,1741-1122,1741-1130,,,,,
34872,Journal of Policy History,,2103,Historical Studies,,,,,0898-0306,1528-4190,,,,,
18440,Journal of Policy Modeling: A Social Science Forum of World Issue,,1605,Policy And Administration,1402,Applied Economics,1403,Econometrics ,0161-8938,,,,,,
35948,Journal of Policy Practice,,1607,Social Work,,,,,1533-2942,1558-8742,1558-8750,,,,
40416,"Journal of Policy Research in Tourism, Leisure and Events",,1506,Tourism,1504,Commercial Services,1605,Policy And Administration,1940-7963,,,,,,
30617,"Journal of Politeness Research: language, behavior, culture",,2004,Linguistics,,,,,1612-5681,1613-4877,,,,,
37108,Journal of Political Ecology,,16,Studies in Human Society,,,,,1073-0451,,,,,,
18690,Journal of Political Economy,,14,Economics,15,"Commerce, Management, Tourism And Services",,,0022-3808,1537-534X,,,,,
40232,Journal of Political Marketing: political campaigns in the new millennium,,1505,Marketing,1606,Political Science,1605,Policy and Administration,1537-7857,1537-7865,,,,,
8482,Journal of Political Philosophy,,1606,Political Science,1801,Law,2203,Philosophy ,0963-8016,1467-9760,,,,,
40309,Journal of Political Power,,1503,Business and Management,1606,Political Science,,,1754-0291,1754-0305,2158-379X,2158-3803,,,
20680,Journal of Political Science Education,,1302,Curriculum And Pedagogy ,,,,,1551-2169,1551-2177,,,,,
40294,Journal of Politics and Law,,1801,Law,,,,,1913-9047,1913-9055,,,,,
124187,Journal of Politics in Latin America,,1606,Political Science,,,,,1866-802X,1868-4890,1619-1684,0176-2818,,,
34312,Journal of Polymer Engineering,,912,Materials Engineering,,,,,0250-8079,0334-6447,,,,,
4940,Journal of Polymer Materials,,912,Materials Engineering,,,,,0970-0838,,,,,,
4941,Journal of Polymer Research,,912,Materials Engineering,,,,,1022-9760,1572-8935,,,,,
1678,Journal of Polymer Science Part A: Polymer Chemistry,,303,Macromolecular and Materials Chemistry,912,Materials Engineering,306,Physical Chemistry (incl. Structural),0887-624X,1099-0518,,,,,
1679,Journal of Polymer Science Part B: Polymer Physics,,3,Chemical Sciences,9,Engineering,,,0887-6266,1099-0488,,,,,
40842,Journal of Polymers and the Environment,,907,Environmental Engineering,,,,,1566-2543,1572-8900,,,,,
11585,Journal of Popular Culture,,MD,Multidisciplinary,,,,,0022-3840,1540-5931,,,,,
10019,Journal of Popular Film and Television,,1902,"Film, Television And Digital Media",2002,Cultural Studies,,,0195-6051,1930-6458,,,,,
10020,Journal of Popular Music Studies,,1904,Performing Arts And Creative Writing,,,,,1524-2226,1533-1598,,,,,
201115,Journal of Popular Romance Studies,,1904,Performing Arts and Creative Writing,2001,Communication and Media Studies,2002,Cultural Studies,2159-4473, , , , , , 
30245,Journal of Population Ageing,,1603,Demography ,,,,,1874-7876,1874-7884,,,,,
11177,Journal of Population Economics,,1402,Applied Economics,1603,Demography,1606,Political Science,0933-1433,1432-1475,,,,,
40226,Journal of Population Research,,1603,Demography,1608,Sociology,,,1443-2447,1835-9469,,,,,
1469,Journal of Porous Materials,,306,Physical Chemistry (Incl. Structural),912,Materials Engineering,,,1380-2224,1573-4854,,,,,
4943,Journal of Porous Media,,905,Civil Engineering,,,,,1091-028X,1934-0508,,,,,
34311,Journal of Porphyrins and Phthalocyanines,,305,Organic Chemistry,,,,,1088-4246,1099-1409,,,,,
6451,Journal of Positive Behavior Interventions,,1701,Psychology,,,,,1098-3007,1538-4772,,,,,
18651,Journal of Post Keynesian Economics,,1401,Economic Theory,,,,,0160-3477,1557-7821,,,,,
124184,Journal of Postcolonial Cultures and Societies,,20,"Language, Communication and Culture",,,,,1948-1845,1948-1853,,,,,
31502,Journal of Postcolonial Writing,,2005,Literary Studies,,,,,1744-9855,1744-9863,,,,,
41050,Journal of Postgraduate Medicine,,1103,Clinical Sciences,1301,Education Systems ,,,0022-3859,0972-2823,,,,,
36508,Journal of Power Electronics,,906,Electrical And Electronic Engineering,,,,,1598-2092,,,,,,
1470,Journal of Power Sources,,9,Engineering,3,Chemical Sciences,,,0378-7753,1873-2755,,,,,
201117,Journal of Practical Ethics,,2201,Applied Ethics,2203,Philosophy,,,2051-655X, , , , , , 
34226,Journal of Practice Teaching in Health and Social Work,,1607,Social Work,,,,,1460-6690,1746-6113,,,,,
8494,Journal of Pragmatics,,1702,Cognitive Science,2004,Linguistics,2203,Philosophy,0378-2166,,,,,,
200061,Journal of Pre-College Engineering Education Research,,13,Education,9,Engineering,,,2157-9288,,,,,,
201118,Journal of Pregnancy,,1103,Clinical Sciences,1114,Paediatrics and Reproductive Medicine,1117,Public Health and Health Services,2090-2727,2090-2735, , , , , 
7334,Journal of Pre-Raphaelite Studies,,1901,Art Theory And Criticism,1905,Visual Arts And Crafts,2005,Literary Studies,1060-149X,,,,,,
3692,Journal of Pressure Vessel Technology: Transactions of the ASME,,913,Mechanical Engineering,,,,,0094-9930,1528-8978,,,,,
32370,Journal of Prevention and Intervention in the Community,,104,Statistics ,1602,Criminology,,,0270-3114,1085-2352,1540-7330,,,,
41956,Journal of Primary Care and Community Health,,1117,Public Health And Health Services,1199,Other Medical And Health Sciences,,,2150-1319,2150-1327,,,,,
41970,Journal of Primary Health Care,,1117,Public Health And Health Services,1110,Nursing,,,1172-6156,1172-6164,,,,,
40853,Journal of Primary Prevention,,1117,Public Health And Health Services,,,,,0278-095X,1573-6547,,,,,
33531,Journal of Private International Law,,1801,Law,,,,,1744-1048,1757-8418,,,,,
3906,Journal of Process Control,,904,Chemical Engineering ,,,,,0959-1524,1873-2771,,,,,
19833,Journal of Product and Brand Management,,1505,Marketing,1503,Business And Management,,,1061-0421,,,,,,
3693,Journal of Product Innovation Management,,15,"Commerce, Management, Tourism And Services",12,Built Environment And Design,9,Engineering,0737-6782,1540-5885,,,,,
18170,Journal of Productivity Analysis,,1402,Applied Economics,1403,Econometrics,1401,Economic Theory,0895-562X,1573-0441,,,,,
4362,Journal of Professional Issues in Engineering Education and Practice,,915,Interdisciplinary Engineering,1202,Building,1302,Curriculum And Pedagogy ,1052-3928,1943-5541,,,,,
14124,Journal of Professional Nursing,,1110,Nursing,,,,,1532-8481,8755-7223,,,,,
35946,Journal of Progressive Human Services: successor to catalyst: a socialist journal of the social services,,1607,Social Work,,,,,1042-8232,1540-7616,,,,,
123145,"Journal of Project, Program and Portfolio Management",,15,"Commerce, Management, Tourism And Services",8,Information And Computing Sciences,12,Built Environment And Design,1838-7845,,,,,,
39760,Journal of Promotion Management: innovations in planning and applied research,,1505,Marketing,2001,Communication And Media Studies,1503,Business And Management,1049-6491,1540-7594,,,,,
19479,Journal of Property Investment and Finance,,1502,"Banking, Finance And Investment",1504,Commercial Services,,,1463-578X,1470-2002,,,,,
19480,Journal of Property Research,,1504,Commercial Services,1502,"Banking, Finance And Investment",1402,Applied Economics,0264-0821,0959-9916,1466-4453,,,,
201120,Journal of Pro-Poor Growth,,1205,Urban and Regional Planning,1606,Political Science,,,2306-1669,2310-4686, , , , , 
3579,Journal of Propulsion and Power: devoted to aerospace propulsion and power,,901,Aerospace Engineering,913,Mechanical Engineering,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0748-4658,1533-3876,,,,,
32637,Journal of Prosthetic Dentistry,,1105,Dentistry,903,Biomedical Engineering ,,,0022-3913,1097-6841,,,,,
36411,Journal of Prosthetics and Orthotics,,1103,Clinical Sciences,,,,,1040-8800,1534-6331,,,,,
32638,"Journal of Prosthodontics: implant, esthetic, and reconstructive dentistry",,1105,Dentistry,,,,,1059-941X,1532-849X,,,,,
2345,Journal of Proteome Research,,6,Biological Sciences,3,Chemical Sciences,,,1535-3893,1535-3907,,,,,
36865,Journal of Proteomics,,601,Biochemistry and Cell Biology,607,Plant Biology,,,0165-022X,1874-3919,1876-7737,,,,
14125,Journal of Psychiatric and Mental Health Nursing,,11,Medical And Health Sciences,17,Psychology And Cognitive Sciences,,,1351-0126,1365-2850,,,,,
13097,Journal of Psychiatric Practice,,1103,Clinical Sciences,,,,,1527-4160,1538-1145,,,,,
13098,Journal of Psychiatric Research,,11,Medical And Health Sciences,17,Psychology And Cognitive Sciences,,,0022-3956,1879-1379,,,,,
13162,Journal of Psychiatry and Neuroscience,,1103,Clinical Sciences,1109,Neurosciences,1702,Cognitive Science,0702-8466,1180-4882,1488-2434,,,,
201121,"Journal of Psychiatry, Psychology and Mental Health",,1701,Psychology,1702,Cognitive Science,1799,Other Psychology and Cognitive Science,2150-7937, , , , , , 
6452,Journal of Psychoactive Drugs,,1117,Public Health And Health Services,1701,Psychology,,,0279-1072,,,,,,
6453,Journal of Psychoeducational Assessment,,1302,Curriculum And Pedagogy ,,,,,0734-2829,1557-5144,,,,,
6455,Journal of Psycholinguistic Research,,1701,Psychology,1702,Cognitive Science,2004,Linguistics,0090-6905,1573-6555,,,,,
201122,Journal of Psychology and Christianity,,1701,Psychology,,,,,0733-4273, , , , , , 
6460,Journal of Psychology and Theology: an evangelical forum for the integration of psychology and theology,,1701,Psychology,2204,Religion And Religious Studies,,,0091-6471,,,,,,
36189,Journal of Psychology in Africa,,1701,Psychology,,,,,1433-0237,1815-5626,,,,,
6457,Journal of Psychology: interdisciplinary and applied,,1701,Psychology,1702,Cognitive Science,,,0022-3980,1940-1019,,,,,
6461,Journal of Psychopathology and Behavioral Assessment,,1701,Psychology,1702,Cognitive Science,,,0882-2689,1573-3505,,,,,
14813,Journal of Psychopharmacology,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0269-8811,1461-7285,,,,,
6462,Journal of Psychophysiology,,1701,Psychology,1702,Cognitive Science,1109,Neurosciences,0269-8803,,,,,,
6463,Journal of Psychosocial Nursing and Mental Health Services,,1110,Nursing,1701,Psychology,,,0279-3695,1938-2413,,,,,
6464,Journal of Psychosocial Oncology,,1701,Psychology,,,,,0734-7332,1540-7586,,,,,
6465,Journal of Psychosomatic Obstetrics and Gynecology,,1114,Paediatrics And Reproductive Medicine,,,,,0167-482X,1743-8942,,,,,
13099,Journal of Psychosomatic Research,,11,Medical And Health Sciences,17,Psychology And Cognitive Sciences,,,0022-3999,,,,,,
201123,Journal of Public Administration and Governance,,1501,"Accounting, Auditing and Accountability",,,,,2161-7104, , , , , , 
18894,Journal of Public Administration Theory and Research,,1605,Policy And Administration,1606,Political Science,,,1053-1858,1477-9803,,,,,
35908,Journal of Public Affairs,,MD,Multidisciplinary,,,,,1472-3891,1479-1854,,,,,
124672,Journal of Public Child Welfare,,MD,Multidisciplinary,,,,,1554-8732,1554-8740,,,,,
41966,Journal of Public Deliberation,,1606,Political Science,1605,Policy And Administration,,,1937-2841,,,,,,
18297,Journal of Public Economic Theory,,1401,Economic Theory,1402,Applied Economics,,,1097-3923,1467-9779,,,,,
18442,Journal of Public Economics,,1402,Applied Economics,1403,Econometrics,1401,Economic Theory,0047-2727,,,,,,
13671,Journal of Public Health,,1117,Public Health and Health Services,,,,,1741-3842,1741-3850,,,,,
201124,Journal of Public Health and Epidemiology,,1117,Public Health and Health Services,,,,,2141-2316, , , , , , 
32639,Journal of Public Health Dentistry,,1105,Dentistry,,,,,0022-4006,1752-7325,,,,,
13672,Journal of Public Health Management and Practice,,1117,Public Health And Health Services,,,,,1078-4659,1550-5022,,,,,
13674,Journal of Public Health Policy,,1605,Policy and Administration,,,,,0197-5897,1745-655X,,,,,
201125,Journal of Public Health Research,,1117,Public Health and Health Services,,,,,2279-9028,2279-9036, , , , , 
41362,Journal of Public Health: Zeitschrift fuer Gesundheitswissenschaften,,1117,Public Health And Health Services,,,,,0943-1853,1613-2238,,,,,
40145,"Journal of Public Mental Health: the art, science and politics of creating a mentally healthy society",,1117,Public Health And Health Services,,,,,1475-9535,1746-5729,,,,,
18895,Journal of Public Policy,,1605,Policy And Administration,1606,Political Science,,,0143-814X,1469-7815,,,,,
19783,Journal of Public Policy and Marketing,,15,"Commerce, Management, Tourism And Services",16,Studies In Human Society,11,Medical And Health Sciences,0743-9156,1547-7207,,,,,
41964,Journal of Public Procurement,,1605,Policy And Administration,,,,,1535-0118,2150-6930,,,,,
19834,Journal of Public Relations Research,,15,"Commerce, Management, Tourism And Services",20,"Language, Communication And Culture",19,Studies In Creative Arts And Writing,1062-726X,1532-754X,,,,,
33037,Journal of Public Transportation,,1205,Urban and Regional Planning,1507,Transportation and Freight Services,909,Geomatic Engineering,1077-291X,,,,,,
4944,Journal of Pulp and Paper Science,,705,Forestry Sciences,,,,,0317-882X,0826-6220,1493-017X,,,,
35906,Journal of Purchasing and Supply Management,,1503,Business And Management,1505,Marketing,1507,Transportation And Freight Services,0969-7012,1478-4092,1873-6505,,,,
271,Journal of Pure and Applied Algebra,,101,Pure Mathematics,,,,,0022-4049,1873-1376,,,,,
19676,Journal of Quality Assurance in Hospitality and Tourism,,1504,Commercial Services,1506,Tourism,,,1528-008X,1528-0098,,,,,
3519,Journal of Quality in Maintenance Engineering,,913,Mechanical Engineering,1503,Business and Management,911,Maritime Engineering,1355-2511,1758-7832,,,,,
816,Journal of Quality Technology,,104,Statistics ,913,Mechanical Engineering,1503,Business And Management,0022-4065,,,,,,
41671,Journal of Quantitative Analysis in Sports,,104,Statistics ,913,Mechanical Engineering,,,1559-0410,,,,,,
17271,Journal of Quantitative Criminology,,1602,Criminology,,,,,0748-4518,1573-7799,,,,,
18171,Journal of Quantitative Economics,,1402,Applied Economics,1403,Econometrics ,,,0971-1554,,,,,,
